년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,데이터기준일자
20-May,제주시,구좌읍,전시 및 행사 대행업,1914,43548800,15075239.15,2021-07-30
20-May,제주시,구좌읍,일식 음식점업,1600,60394450,15075239.15,2021-07-30
20-May,제주시,구좌읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",375,10336400,15075239.15,2021-07-30
20-May,제주시,노형동,그외 기타 종합 소매업,159,153067000,55051247.53,2021-07-30
20-May,제주시,노형동,기타 대형 종합 소매업,38906,2465803600,55051247.53,2021-07-30
20-May,제주시,노형동,기타 외국식 음식점업,2870,88303575,55051247.53,2021-07-30
20-May,제주시,노형동,일식 음식점업,4924,348958650,55051247.53,2021-07-30
20-May,제주시,노형동,일반유흥 주점업,518,135395000,55051247.53,2021-07-30
20-May,제주시,노형동,육류 소매업,4553,311458890,55051247.53,2021-07-30
20-May,제주시,노형동,욕탕업,1239,43826000,55051247.53,2021-07-30
20-May,제주시,노형동,여행사업,153,19075200,55051247.53,2021-07-30
20-May,제주시,노형동,여관업,974,128860126,55051247.53,2021-07-30
20-May,제주시,노형동,스포츠 및 레크레이션 용품 임대업,1321,230679030,55051247.53,2021-07-30
20-May,제주시,노형동,슈퍼마켓,54443,1334154779,55051247.53,2021-07-30
20-May,제주시,노형동,수산물 소매업,280,14707200,55051247.53,2021-07-30
20-May,제주시,노형동,서양식 음식점업,14911,342403981,55051247.53,2021-07-30
20-May,제주시,노형동,빵 및 과자류 소매업,12771,188748725,55051247.53,2021-07-30
20-May,제주시,노형동,비알콜 음료점업,21953,197327680,55051247.53,2021-07-30
20-May,제주시,노형동,마사지업,13,1250000,55051247.53,2021-07-30
20-May,제주시,노형동,기타음식료품위주종합소매업,15994,891535370,55051247.53,2021-07-30
20-May,제주시,노형동,기타 주점업,280,70965007,55051247.53,2021-07-30
20-May,제주시,노형동,전시 및 행사 대행업,305,7504440,55051247.53,2021-07-30
20-May,서귀포시,표선면,전시 및 행사 대행업,1622,48234400,11343488.82,2021-07-30
20-May,제주시,봉개동,그외 기타 종합 소매업,871,55846510,6240244.28,2021-07-30
20-May,서귀포시,표선면,일반유흥 주점업,476,99956000,11343488.82,2021-07-30
20-May,서귀포시,중문동,빵 및 과자류 소매업,1810,31603000,10862215.45,2021-07-30
20-May,서귀포시,중문동,비알콜 음료점업,1032,7911440,10862215.45,2021-07-30
20-May,서귀포시,중문동,면세점,2607,555618560,10862215.45,2021-07-30
20-May,서귀포시,중문동,기타음식료품위주종합소매업,9744,436437029,10862215.45,2021-07-30
20-May,서귀포시,중문동,기타 주점업,68,12988015,10862215.45,2021-07-30
20-May,서귀포시,중문동,기타 외국식 음식점업,837,23721000,10862215.45,2021-07-30
20-May,서귀포시,중문동,서양식 음식점업,2597,66510290,10862215.45,2021-07-30
20-May,서귀포시,중문동,그외 기타 종합 소매업,1,1100000,10862215.45,2021-07-30
20-May,서귀포시,중문동,관광 민예품 및 선물용품 소매업,19,2021500,10862215.45,2021-07-30
20-May,서귀포시,중문동,과실 및 채소 소매업,229,25787710,10862215.45,2021-07-30
20-May,서귀포시,중문동,골프장 운영업,168,17094200,10862215.45,2021-07-30
20-May,서귀포시,중문동,건강보조식품 소매업,4,395600,10862215.45,2021-07-30
20-May,서귀포시,정방동,화장품 및 방향제 소매업,1266,104545433,3788125.362,2021-07-30
20-May,서귀포시,정방동,호텔업,7,1940000,3788125.362,2021-07-30
20-May,서귀포시,중문동,그외 기타 스포츠시설 운영업,95,10631300,10862215.45,2021-07-30
20-May,서귀포시,표선면,일식 음식점업,622,61040400,11343488.82,2021-07-30
20-May,서귀포시,중문동,수산물 소매업,234,38674080,10862215.45,2021-07-30
20-May,서귀포시,중문동,스포츠 및 레크레이션 용품 임대업,747,36693721,10862215.45,2021-07-30
20-May,서귀포시,중문동,화장품 및 방향제 소매업,86,6641100,10862215.45,2021-07-30
20-May,서귀포시,중문동,호텔업,353,70656653,10862215.45,2021-07-30
20-May,서귀포시,중문동,한식 음식점업,14853,697250507,10862215.45,2021-07-30
20-May,서귀포시,중문동,"피자, 햄버거, 샌드위치 및 유사 음식점업",2655,40325760,10862215.45,2021-07-30
20-May,서귀포시,중문동,체인화 편의점,20664,194217890,10862215.45,2021-07-30
20-May,서귀포시,중문동,차량용 주유소 운영업,2619,116638738,10862215.45,2021-07-30
20-May,서귀포시,중문동,슈퍼마켓,7697,239162070,10862215.45,2021-07-30
20-May,서귀포시,중문동,차량용 가스 충전업,23,2384030,10862215.45,2021-07-30
20-May,서귀포시,중문동,전시 및 행사 대행업,77,2570500,10862215.45,2021-07-30
20-May,서귀포시,중문동,일식 음식점업,1095,98340700,10862215.45,2021-07-30
20-May,서귀포시,중문동,일반유흥 주점업,268,40785800,10862215.45,2021-07-30
20-May,서귀포시,중문동,육류 소매업,139,8700180,10862215.45,2021-07-30
20-May,서귀포시,중문동,욕탕업,46,304500,10862215.45,2021-07-30
20-May,서귀포시,중문동,여관업,930,173777996,10862215.45,2021-07-30
20-May,서귀포시,중문동,중식 음식점업,1286,44431400,10862215.45,2021-07-30
20-May,서귀포시,정방동,"피자, 햄버거, 샌드위치 및 유사 음식점업",8196,97963330,3788125.362,2021-07-30
20-May,서귀포시,정방동,체인화 편의점,39649,406960140,3788125.362,2021-07-30
20-May,서귀포시,정방동,차량용 주유소 운영업,1468,81058390,3788125.362,2021-07-30
20-May,서귀포시,정방동,과실 및 채소 소매업,5114,299089584,3788125.362,2021-07-30
20-May,서귀포시,정방동,건강보조식품 소매업,87,17077990,3788125.362,2021-07-30
20-May,서귀포시,예래동,휴양콘도 운영업,178,84270846,6372830.547,2021-07-30
20-May,서귀포시,예래동,화장품 및 방향제 소매업,6,1012000,6372830.547,2021-07-30
20-May,서귀포시,예래동,호텔업,4184,1711176350,6372830.547,2021-07-30
20-May,서귀포시,예래동,한식 음식점업,11712,705656990,6372830.547,2021-07-30
20-May,서귀포시,정방동,관광 민예품 및 선물용품 소매업,1183,30310290,3788125.362,2021-07-30
20-May,서귀포시,예래동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3539,40840825,6372830.547,2021-07-30
20-May,서귀포시,예래동,차량용 주유소 운영업,5572,237042425,6372830.547,2021-07-30
20-May,서귀포시,예래동,차량용 가스 충전업,111,18357118,6372830.547,2021-07-30
20-May,서귀포시,예래동,중식 음식점업,621,15284200,6372830.547,2021-07-30
20-May,서귀포시,예래동,전시 및 행사 대행업,1543,45099750,6372830.547,2021-07-30
20-May,서귀포시,예래동,일식 음식점업,48,11035000,6372830.547,2021-07-30
20-May,서귀포시,예래동,일반유흥 주점업,11,1430000,6372830.547,2021-07-30
20-May,서귀포시,예래동,체인화 편의점,16870,201347710,6372830.547,2021-07-30
20-May,서귀포시,정방동,그외 기타 종합 소매업,10,3890000,3788125.362,2021-07-30
20-May,서귀포시,정방동,기타 외국식 음식점업,616,41382200,3788125.362,2021-07-30
20-May,서귀포시,정방동,기타 주점업,827,167076000,3788125.362,2021-07-30
20-May,서귀포시,정방동,중식 음식점업,2856,88441250,3788125.362,2021-07-30
20-May,서귀포시,정방동,전시 및 행사 대행업,14,444000,3788125.362,2021-07-30
20-May,서귀포시,정방동,일식 음식점업,5534,391039757,3788125.362,2021-07-30
20-May,서귀포시,정방동,일반유흥 주점업,2081,520211817,3788125.362,2021-07-30
20-May,서귀포시,정방동,육류 소매업,2176,170653811,3788125.362,2021-07-30
20-May,서귀포시,정방동,욕탕업,34,368800,3788125.362,2021-07-30
20-May,서귀포시,정방동,여관업,2633,182831355,3788125.362,2021-07-30
20-May,서귀포시,정방동,스포츠 및 레크레이션 용품 임대업,4861,583079065,3788125.362,2021-07-30
20-May,서귀포시,정방동,슈퍼마켓,8634,198344680,3788125.362,2021-07-30
20-May,서귀포시,정방동,수산물 소매업,4101,271956262,3788125.362,2021-07-30
20-May,서귀포시,정방동,서양식 음식점업,4838,129563970,3788125.362,2021-07-30
20-May,서귀포시,정방동,빵 및 과자류 소매업,6347,106785382,3788125.362,2021-07-30
20-May,서귀포시,정방동,비알콜 음료점업,5666,63390540,3788125.362,2021-07-30
20-May,서귀포시,정방동,마사지업,6,660000,3788125.362,2021-07-30
20-May,서귀포시,정방동,기타음식료품위주종합소매업,2620,141942000,3788125.362,2021-07-30
20-May,서귀포시,중앙동,건강보조식품 소매업,87,17077990,4527010.194,2021-07-30
20-May,서귀포시,중앙동,과실 및 채소 소매업,5114,299089584,4527010.194,2021-07-30
20-May,서귀포시,정방동,한식 음식점업,33525,1348740222,3788125.362,2021-07-30
20-May,서귀포시,중앙동,그외 기타 종합 소매업,10,3890000,4527010.194,2021-07-30
20-May,서귀포시,천지동,한식 음식점업,39539,1573749617,8969465.681,2021-07-30
20-May,서귀포시,천지동,"피자, 햄버거, 샌드위치 및 유사 음식점업",8560,102701180,8969465.681,2021-07-30
20-May,서귀포시,천지동,체인화 편의점,52495,527475970,8969465.681,2021-07-30
20-May,서귀포시,천지동,차량용 주유소 운영업,3600,191693730,8969465.681,2021-07-30
20-May,서귀포시,천지동,차량용 가스 충전업,219,33175179,8969465.681,2021-07-30
20-May,서귀포시,천지동,중식 음식점업,3607,105938750,8969465.681,2021-07-30
20-May,서귀포시,천지동,호텔업,100,8940751,8969465.681,2021-07-30
20-May,서귀포시,천지동,전시 및 행사 대행업,53,959400,8969465.681,2021-07-30
20-May,서귀포시,천지동,일반유흥 주점업,2081,520211817,8969465.681,2021-07-30
20-May,서귀포시,천지동,육류 소매업,2176,170653811,8969465.681,2021-07-30
20-May,서귀포시,천지동,욕탕업,236,3758600,8969465.681,2021-07-30
20-May,서귀포시,천지동,여관업,2647,183878355,8969465.681,2021-07-30
20-May,서귀포시,천지동,스포츠 및 레크레이션 용품 임대업,4877,607969065,8969465.681,2021-07-30
20-May,서귀포시,천지동,슈퍼마켓,9138,208556630,8969465.681,2021-07-30
20-May,서귀포시,천지동,일식 음식점업,5870,403929257,8969465.681,2021-07-30
20-May,서귀포시,천지동,화장품 및 방향제 소매업,1272,105425433,8969465.681,2021-07-30
20-May,서귀포시,표선면,건강보조식품 소매업,52,9887800,11343488.82,2021-07-30
20-May,서귀포시,표선면,과실 및 채소 소매업,2625,108130408,11343488.82,2021-07-30
20-May,서귀포시,중앙동,관광 민예품 및 선물용품 소매업,1183,30310290,4527010.194,2021-07-30
20-May,서귀포시,표선면,욕탕업,4,360000,11343488.82,2021-07-30
20-May,서귀포시,표선면,여관업,411,32852395,11343488.82,2021-07-30
20-May,서귀포시,표선면,스포츠 및 레크레이션 용품 임대업,925,26837900,11343488.82,2021-07-30
20-May,서귀포시,표선면,슈퍼마켓,9434,304213290,11343488.82,2021-07-30
20-May,서귀포시,표선면,수산물 소매업,787,60427550,11343488.82,2021-07-30
20-May,서귀포시,표선면,서양식 음식점업,3157,61787290,11343488.82,2021-07-30
20-May,서귀포시,표선면,빵 및 과자류 소매업,1394,21329050,11343488.82,2021-07-30
20-May,서귀포시,표선면,비알콜 음료점업,836,12696290,11343488.82,2021-07-30
20-May,서귀포시,표선면,기타음식료품위주종합소매업,7115,269147240,11343488.82,2021-07-30
20-May,서귀포시,표선면,기타 주점업,200,35021000,11343488.82,2021-07-30
20-May,서귀포시,표선면,기타 외국식 음식점업,378,12649000,11343488.82,2021-07-30
20-May,서귀포시,표선면,그외 기타 종합 소매업,3,3680000,11343488.82,2021-07-30
20-May,서귀포시,표선면,그외 기타 스포츠시설 운영업,7,809000,11343488.82,2021-07-30
20-May,서귀포시,표선면,관광 민예품 및 선물용품 소매업,100,12088500,11343488.82,2021-07-30
20-May,서귀포시,천지동,수산물 소매업,4156,279555262,8969465.681,2021-07-30
20-May,서귀포시,천지동,서양식 음식점업,6642,165186670,8969465.681,2021-07-30
20-May,서귀포시,표선면,육류 소매업,772,34412500,11343488.82,2021-07-30
20-May,서귀포시,천지동,비알콜 음료점업,8143,83922137,8969465.681,2021-07-30
20-May,서귀포시,중앙동,일반유흥 주점업,2081,520211817,4527010.194,2021-07-30
20-May,서귀포시,중앙동,육류 소매업,2176,170653811,4527010.194,2021-07-30
20-May,서귀포시,중앙동,욕탕업,34,368800,4527010.194,2021-07-30
20-May,서귀포시,중앙동,여관업,2633,182831355,4527010.194,2021-07-30
20-May,서귀포시,천지동,빵 및 과자류 소매업,7123,118601302,8969465.681,2021-07-30
20-May,서귀포시,중앙동,슈퍼마켓,8634,198344680,4527010.194,2021-07-30
20-May,서귀포시,중앙동,일식 음식점업,5534,391039757,4527010.194,2021-07-30
20-May,서귀포시,중앙동,수산물 소매업,4101,271956262,4527010.194,2021-07-30
20-May,서귀포시,중앙동,빵 및 과자류 소매업,6347,106785382,4527010.194,2021-07-30
20-May,서귀포시,중앙동,비알콜 음료점업,5666,63390540,4527010.194,2021-07-30
20-May,서귀포시,중앙동,마사지업,6,660000,4527010.194,2021-07-30
20-May,서귀포시,중앙동,기타음식료품위주종합소매업,2620,141942000,4527010.194,2021-07-30
20-May,서귀포시,중앙동,기타 주점업,827,167076000,4527010.194,2021-07-30
20-May,서귀포시,중앙동,기타 외국식 음식점업,616,41382200,4527010.194,2021-07-30
20-May,서귀포시,중앙동,서양식 음식점업,4838,129563970,4527010.194,2021-07-30
20-May,서귀포시,중앙동,전시 및 행사 대행업,14,444000,4527010.194,2021-07-30
20-May,서귀포시,중앙동,스포츠 및 레크레이션 용품 임대업,4861,583079065,4527010.194,2021-07-30
20-May,서귀포시,중앙동,차량용 주유소 운영업,1468,81058390,4527010.194,2021-07-30
20-May,서귀포시,중앙동,중식 음식점업,2856,88441250,4527010.194,2021-07-30
20-May,서귀포시,천지동,내항 여객 운송업,295,24150700,8969465.681,2021-07-30
20-May,서귀포시,천지동,기타음식료품위주종합소매업,2720,151237310,8969465.681,2021-07-30
20-May,서귀포시,천지동,기타 주점업,827,167076000,8969465.681,2021-07-30
20-May,서귀포시,천지동,기타 외국식 음식점업,1316,54973200,8969465.681,2021-07-30
20-May,서귀포시,천지동,기타 수상오락 서비스업,3,252000,8969465.681,2021-07-30
20-May,서귀포시,천지동,그외 기타 종합 소매업,10,3890000,8969465.681,2021-07-30
20-May,서귀포시,천지동,마사지업,6,660000,8969465.681,2021-07-30
20-May,서귀포시,천지동,과실 및 채소 소매업,5151,302117584,8969465.681,2021-07-30
20-May,서귀포시,천지동,건강보조식품 소매업,93,18401690,8969465.681,2021-07-30
20-May,서귀포시,중앙동,화장품 및 방향제 소매업,1266,104545433,4527010.194,2021-07-30
20-May,서귀포시,중앙동,호텔업,7,1940000,4527010.194,2021-07-30
20-May,서귀포시,중앙동,한식 음식점업,33525,1348740222,4527010.194,2021-07-30
20-May,서귀포시,중앙동,"피자, 햄버거, 샌드위치 및 유사 음식점업",8196,97963330,4527010.194,2021-07-30
20-May,서귀포시,중앙동,체인화 편의점,39649,406960140,4527010.194,2021-07-30
20-May,서귀포시,천지동,관광 민예품 및 선물용품 소매업,1259,32809390,8969465.681,2021-07-30
20-Jun,제주시,오라동,비알콜 음료점업,4713,54213160,17646735.15,2021-07-30
20-Jun,제주시,오라동,기타음식료품위주종합소매업,74,3135670,17646735.15,2021-07-30
20-Jun,제주시,오라동,기타 주점업,37,8320000,17646735.15,2021-07-30
20-Jun,제주시,오라동,기타 외국식 음식점업,235,4265500,17646735.15,2021-07-30
20-Jun,제주시,오라동,그외 기타 종합 소매업,3437,147173990,17646735.15,2021-07-30
20-Jun,제주시,오라동,그외 기타 스포츠시설 운영업,2,19000,17646735.15,2021-07-30
20-Jun,제주시,오라동,건강보조식품 소매업,7,539000,17646735.15,2021-07-30
20-Jun,제주시,오라동,과실 및 채소 소매업,247,19729170,17646735.15,2021-07-30
20-Jun,제주시,오라동,골프장 운영업,2617,466910843,17646735.15,2021-07-30
20-Jun,제주시,연동,화장품 및 방향제 소매업,1951,143535120,46947709.81,2021-07-30
20-Jun,제주시,연동,호텔업,2511,744087456,46947709.81,2021-07-30
20-Jun,제주시,연동,한식 음식점업,72444,3608962847,46947709.81,2021-07-30
20-Jun,제주시,연동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3573,47317070,46947709.81,2021-07-30
20-Jun,제주시,오라동,관광 민예품 및 선물용품 소매업,283,36130500,17646735.15,2021-07-30
20-Jun,제주시,오라동,빵 및 과자류 소매업,1336,36413150,17646735.15,2021-07-30
20-Jun,제주시,외도동,건강보조식품 소매업,37,3707000,11264967.68,2021-07-30
20-Jun,제주시,오라동,수산물 소매업,52,16569950,17646735.15,2021-07-30
20-Jun,제주시,연동,체인화 편의점,102865,947192620,46947709.81,2021-07-30
20-Jun,제주시,오라동,화장품 및 방향제 소매업,10,3721500,17646735.15,2021-07-30
20-Jun,제주시,오라동,한식 음식점업,18734,644499920,17646735.15,2021-07-30
20-Jun,제주시,오라동,체인화 편의점,13985,117555980,17646735.15,2021-07-30
20-Jun,제주시,오라동,차량용 주유소 운영업,11363,529160993,17646735.15,2021-07-30
20-Jun,제주시,오라동,차량용 가스 충전업,142,13509460,17646735.15,2021-07-30
20-Jun,제주시,오라동,중식 음식점업,451,13224000,17646735.15,2021-07-30
20-Jun,제주시,오라동,자동차 임대업,254,17340798,17646735.15,2021-07-30
20-Jun,제주시,오라동,일식 음식점업,172,32955400,17646735.15,2021-07-30
20-Jun,제주시,오라동,일반유흥 주점업,3,620000,17646735.15,2021-07-30
20-Jun,제주시,오라동,육류 소매업,469,47903190,17646735.15,2021-07-30
20-Jun,제주시,오라동,여행사업,14,11617297,17646735.15,2021-07-30
20-Jun,제주시,오라동,여관업,186,11434200,17646735.15,2021-07-30
20-Jun,제주시,오라동,스포츠 및 레크레이션 용품 임대업,799,108811850,17646735.15,2021-07-30
20-Jun,제주시,오라동,슈퍼마켓,10680,420375900,17646735.15,2021-07-30
20-Jun,제주시,오라동,서양식 음식점업,2354,49096405,17646735.15,2021-07-30
20-Jun,제주시,연동,차량용 주유소 운영업,8633,423783693,46947709.81,2021-07-30
20-Jun,제주시,연동,비알콜 음료점업,15071,150263400,46947709.81,2021-07-30
20-Jun,제주시,연동,중식 음식점업,5246,175408250,46947709.81,2021-07-30
20-Jun,제주시,연동,그외 기타 종합 소매업,19,7230000,46947709.81,2021-07-30
20-Jun,제주시,연동,관광 민예품 및 선물용품 소매업,1093,45341890,46947709.81,2021-07-30
20-Jun,제주시,연동,과실 및 채소 소매업,612,63742700,46947709.81,2021-07-30
20-Jun,제주시,연동,골프장 운영업,1357,213353750,46947709.81,2021-07-30
20-Jun,제주시,연동,건강보조식품 소매업,248,18120900,46947709.81,2021-07-30
20-Jun,제주시,애월읍,휴양콘도 운영업,68,6316062,39710925.11,2021-07-30
20-Jun,제주시,연동,기타 외국식 음식점업,1066,60983320,46947709.81,2021-07-30
20-Jun,제주시,애월읍,화장품 및 방향제 소매업,177,12071500,39710925.11,2021-07-30
20-Jun,제주시,애월읍,한식 음식점업,41399,1658185908,39710925.11,2021-07-30
20-Jun,제주시,애월읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",3015,48062990,39710925.11,2021-07-30
20-Jun,제주시,애월읍,체인화 편의점,52412,537807790,39710925.11,2021-07-30
20-Jun,제주시,애월읍,차량용 주유소 운영업,22172,1283387161,39710925.11,2021-07-30
20-Jun,제주시,애월읍,차량용 가스 충전업,172,18381750,39710925.11,2021-07-30
20-Jun,제주시,애월읍,중식 음식점업,2943,78826000,39710925.11,2021-07-30
20-Jun,제주시,애월읍,호텔업,1,570000,39710925.11,2021-07-30
20-Jun,제주시,연동,차량용 가스 충전업,20,3774530,46947709.81,2021-07-30
20-Jun,제주시,연동,기타 주점업,1073,301244020,46947709.81,2021-07-30
20-Jun,제주시,연동,마사지업,84,12807000,46947709.81,2021-07-30
20-Jun,제주시,연동,정기 항공 운송업,23821,1833318598,46947709.81,2021-07-30
20-Jun,제주시,연동,전시 및 행사 대행업,744,15702550,46947709.81,2021-07-30
20-Jun,제주시,연동,자동차 임대업,1616,87317997,46947709.81,2021-07-30
20-Jun,제주시,연동,일식 음식점업,3891,318407300,46947709.81,2021-07-30
20-Jun,제주시,연동,일반유흥 주점업,3162,1077349900,46947709.81,2021-07-30
20-Jun,제주시,연동,육류 소매업,529,31614830,46947709.81,2021-07-30
20-Jun,제주시,연동,기타음식료품위주종합소매업,3,93000,46947709.81,2021-07-30
20-Jun,제주시,연동,욕탕업,1144,19320700,46947709.81,2021-07-30
20-Jun,제주시,연동,여관업,4131,366130421,46947709.81,2021-07-30
20-Jun,제주시,연동,스포츠 및 레크레이션 용품 임대업,4250,565396740,46947709.81,2021-07-30
20-Jun,제주시,연동,슈퍼마켓,50745,1457060324,46947709.81,2021-07-30
20-Jun,제주시,연동,수산물 소매업,75,32518200,46947709.81,2021-07-30
20-Jun,제주시,연동,서양식 음식점업,8972,298497688,46947709.81,2021-07-30
20-Jun,제주시,연동,빵 및 과자류 소매업,9316,146892760,46947709.81,2021-07-30
20-Jun,제주시,연동,여행사업,169,44370480,46947709.81,2021-07-30
20-Jun,제주시,외도동,과실 및 채소 소매업,830,33634414,11264967.68,2021-07-30
20-Jun,제주시,용담2동,육류 소매업,533,35150800,16302770.63,2021-07-30
20-Jun,제주시,외도동,그외 기타 종합 소매업,3,360000,11264967.68,2021-07-30
20-Jun,제주시,용담1동,"피자, 햄버거, 샌드위치 및 유사 음식점업",596,8054400,7357924.152,2021-07-30
20-Jun,제주시,용담1동,택시 운송업,33,264200,7357924.152,2021-07-30
20-Jun,제주시,용담1동,체인화 편의점,7760,66951410,7357924.152,2021-07-30
20-Jun,제주시,용담1동,차량용 주유소 운영업,2054,96261517,7357924.152,2021-07-30
20-Jun,제주시,용담1동,차량용 가스 충전업,827,23971275,7357924.152,2021-07-30
20-Jun,제주시,용담1동,중식 음식점업,350,9508600,7357924.152,2021-07-30
20-Jun,제주시,용담1동,한식 음식점업,7243,351662646,7357924.152,2021-07-30
20-Jun,제주시,용담1동,전시 및 행사 대행업,31,767200,7357924.152,2021-07-30
20-Jun,제주시,용담1동,일식 음식점업,483,64631500,7357924.152,2021-07-30
20-Jun,제주시,용담1동,일반유흥 주점업,91,37410000,7357924.152,2021-07-30
20-Jun,제주시,용담1동,육류 소매업,1767,134359910,7357924.152,2021-07-30
20-Jun,제주시,용담1동,욕탕업,45,345500,7357924.152,2021-07-30
20-Jun,제주시,용담1동,여행사업,27,36882740,7357924.152,2021-07-30
20-Jun,제주시,용담1동,여관업,115,5881100,7357924.152,2021-07-30
20-Jun,제주시,용담1동,자동차 임대업,183,4478450,7357924.152,2021-07-30
20-Jun,제주시,용담1동,호텔업,13,1990000,7357924.152,2021-07-30
20-Jun,제주시,용담1동,화장품 및 방향제 소매업,19,1571500,7357924.152,2021-07-30
20-Jun,제주시,용담2동,건강보조식품 소매업,8,2106000,16302770.63,2021-07-30
20-Jun,제주시,봉개동,비알콜 음료점업,905,7433300,6428092.717,2021-07-30
20-Jun,제주시,용담2동,욕탕업,1140,14967300,16302770.63,2021-07-30
20-Jun,제주시,용담2동,여행사업,667,32777360,16302770.63,2021-07-30
20-Jun,제주시,용담2동,여관업,309,22756254,16302770.63,2021-07-30
20-Jun,제주시,용담2동,스포츠 및 레크레이션 용품 임대업,463,26515100,16302770.63,2021-07-30
20-Jun,제주시,용담2동,슈퍼마켓,15654,324657570,16302770.63,2021-07-30
20-Jun,제주시,용담2동,수산물 소매업,632,74705830,16302770.63,2021-07-30
20-Jun,제주시,용담2동,서양식 음식점업,4373,102681995,16302770.63,2021-07-30
20-Jun,제주시,용담2동,빵 및 과자류 소매업,4520,75913254,16302770.63,2021-07-30
20-Jun,제주시,용담2동,비알콜 음료점업,11380,116403615,16302770.63,2021-07-30
20-Jun,제주시,용담2동,면세점,67987,8344991712,16302770.63,2021-07-30
20-Jun,제주시,용담2동,기타 외국식 음식점업,141,8198550,16302770.63,2021-07-30
20-Jun,제주시,용담2동,그외 기타 종합 소매업,1,55000,16302770.63,2021-07-30
20-Jun,제주시,용담2동,관광 민예품 및 선물용품 소매업,8812,283572000,16302770.63,2021-07-30
20-Jun,제주시,용담2동,과실 및 채소 소매업,1147,88333830,16302770.63,2021-07-30
20-Jun,제주시,용담1동,스포츠 및 레크레이션 용품 임대업,166,14758000,7357924.152,2021-07-30
20-Jun,제주시,외도동,관광 민예품 및 선물용품 소매업,1,780000,11264967.68,2021-07-30
20-Jun,제주시,용담1동,슈퍼마켓,1715,21365952,7357924.152,2021-07-30
20-Jun,제주시,용담1동,서양식 음식점업,151,3654900,7357924.152,2021-07-30
20-Jun,제주시,외도동,일반유흥 주점업,14,3150000,11264967.68,2021-07-30
20-Jun,제주시,외도동,육류 소매업,399,113413531,11264967.68,2021-07-30
20-Jun,제주시,외도동,여행사업,3,787000,11264967.68,2021-07-30
20-Jun,제주시,외도동,여관업,721,17267600,11264967.68,2021-07-30
20-Jun,제주시,외도동,스포츠 및 레크레이션 용품 임대업,526,14314200,11264967.68,2021-07-30
20-Jun,제주시,외도동,슈퍼마켓,18651,456520686,11264967.68,2021-07-30
20-Jun,제주시,외도동,일식 음식점업,580,41399100,11264967.68,2021-07-30
20-Jun,제주시,외도동,수산물 소매업,201,21411300,11264967.68,2021-07-30
20-Jun,제주시,외도동,빵 및 과자류 소매업,3233,43622350,11264967.68,2021-07-30
20-Jun,제주시,외도동,비알콜 음료점업,3480,28165200,11264967.68,2021-07-30
20-Jun,제주시,외도동,마사지업,3,200000,11264967.68,2021-07-30
20-Jun,제주시,외도동,기타음식료품위주종합소매업,588,35738380,11264967.68,2021-07-30
20-Jun,제주시,외도동,기타 주점업,50,15565000,11264967.68,2021-07-30
20-Jun,제주시,외도동,기타 외국식 음식점업,780,16227700,11264967.68,2021-07-30
20-Jun,제주시,외도동,서양식 음식점업,2583,57408400,11264967.68,2021-07-30
20-Jun,제주시,외도동,자동차 임대업,635,46321340,11264967.68,2021-07-30
20-Jun,제주시,외도동,전시 및 행사 대행업,14,2796730,11264967.68,2021-07-30
20-Jun,제주시,외도동,중식 음식점업,1451,38271800,11264967.68,2021-07-30
20-Jun,제주시,용담1동,빵 및 과자류 소매업,480,11903900,7357924.152,2021-07-30
20-Jun,제주시,용담1동,비알콜 음료점업,48,1677800,7357924.152,2021-07-30
20-Jun,제주시,용담1동,기타 주점업,270,42230000,7357924.152,2021-07-30
20-Jun,제주시,용담1동,기타 외국식 음식점업,19,1241000,7357924.152,2021-07-30
20-Jun,제주시,용담1동,기타 수상오락 서비스업,17,3204000,7357924.152,2021-07-30
20-Jun,제주시,용담1동,관광 민예품 및 선물용품 소매업,6,4170000,7357924.152,2021-07-30
20-Jun,제주시,용담1동,과실 및 채소 소매업,398,29414300,7357924.152,2021-07-30
20-Jun,제주시,용담1동,건강보조식품 소매업,4,688000,7357924.152,2021-07-30
20-Jun,제주시,외도동,화장품 및 방향제 소매업,334,15355510,11264967.68,2021-07-30
20-Jun,제주시,외도동,호텔업,416,32635729,11264967.68,2021-07-30
20-Jun,제주시,외도동,한식 음식점업,17332,673896586,11264967.68,2021-07-30
20-Jun,제주시,외도동,"피자, 햄버거, 샌드위치 및 유사 음식점업",3461,48856520,11264967.68,2021-07-30
20-Jun,제주시,외도동,체인화 편의점,22373,228459940,11264967.68,2021-07-30
20-Jun,제주시,외도동,차량용 주유소 운영업,4514,225710917,11264967.68,2021-07-30
20-Jun,제주시,외도동,차량용 가스 충전업,1049,45103367,11264967.68,2021-07-30
20-Jun,제주시,용담1동,수산물 소매업,101,12002000,7357924.152,2021-07-30
20-Jun,제주시,애월읍,전시 및 행사 대행업,1118,38397800,39710925.11,2021-07-30
20-Jun,제주시,삼양동,그외 기타 종합 소매업,6,2730000,18862007.37,2021-07-30
20-Jun,제주시,애월읍,일식 음식점업,1387,85099400,39710925.11,2021-07-30
