년월,시도명,읍면동명,업종명,이용자수,이용금액,총 유동인구,데이터기준일자
20-Jan,서귀포시,남원읍,건강보조식품 소매업,10,1475000,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,골프장 운영업,3929,727062477,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,과실 및 채소 소매업,3313,159828593,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,관광 민예품 및 선물용품 소매업,366,6843000,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,그외 기타 종합 소매업,12,5210000,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,기타 외국식 음식점업,57,1283000,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,기타 주점업,120,23362000,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,기타음식료품위주종합소매업,8549,393338690,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,비알콜 음료점업,1285,15136220,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,빵 및 과자류 소매업,1233,19235160,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,서양식 음식점업,3830,83475640,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,수산물 소매업,328,69082500,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,슈퍼마켓,3945,115452200,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,스포츠 및 레크레이션 용품 임대업,164,4966200,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,여관업,523,91234279,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,욕탕업,95,1116500,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,육류 소매업,688,50095260,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,일반유흥 주점업,105,21562000,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,일식 음식점업,616,61091000,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,전시 및 행사 대행업,4587,106368840,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,중식 음식점업,678,18712500,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,차량용 가스 충전업,261,27790090,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,차량용 주유소 운영업,6891,414308939,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,체인화 편의점,12707,139731660,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",547,12897300,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,한식 음식점업,10245,465945052,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,화장품 및 방향제 소매업,165,6386800,16801997.61,2020-12-15
20-Jan,서귀포시,남원읍,휴양콘도 운영업,3023,253521420,16801997.61,2020-12-15
20-Jan,서귀포시,대륜동,건강보조식품 소매업,104,40428500,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,과실 및 채소 소매업,645,122247500,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,그외 기타 종합 소매업,93,185890000,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,기타 대형 종합 소매업,23558,1533619260,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,기타 외국식 음식점업,1045,45383660,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,기타 주점업,5,1080000,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,기타음식료품위주종합소매업,3541,138006370,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,마사지업,5,957000,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,비알콜 음료점업,3199,29394140,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,빵 및 과자류 소매업,2762,47211460,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,서양식 음식점업,3808,106062105,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,수산물 소매업,117,14028150,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,슈퍼마켓,2888,69242410,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,스포츠 및 레크레이션 용품 임대업,1,220000,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,여관업,1591,254452528,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,욕탕업,149,4597500,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,육류 소매업,131,13344200,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,일반유흥 주점업,119,18314000,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,일식 음식점업,817,52331000,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,전시 및 행사 대행업,377,48200200,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,중식 음식점업,1313,33003400,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,차량용 주유소 운영업,6288,345572315,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,체인화 편의점,20548,184608030,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,"피자, 햄버거, 샌드위치 및 유사 음식점업",330,15192990,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,한식 음식점업,15033,595283500,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,호텔업,32,5656180,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,화장품 및 방향제 소매업,5,445000,16830498.28,2020-12-15
20-Jan,서귀포시,대륜동,휴양콘도 운영업,41,123004600,16830498.28,2020-12-15
20-Jan,서귀포시,대정읍,건강보조식품 소매업,51,11707300,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,과실 및 채소 소매업,461,44083700,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,관광 민예품 및 선물용품 소매업,83,2073000,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,그외 기타 분류안된 오락관련 서비스업,13,818000,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,그외 기타 종합 소매업,9,2990000,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,기타 외국식 음식점업,97,1866528,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,기타 주점업,312,68005000,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,기타음식료품위주종합소매업,5740,294949730,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,비알콜 음료점업,2226,33876630,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,빵 및 과자류 소매업,5385,92588540,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,서양식 음식점업,3987,86735420,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,수산물 소매업,948,120450600,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,슈퍼마켓,17842,748475042,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,스포츠 및 레크레이션 용품 임대업,512,37062640,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,여관업,465,27400530,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,여행사업,4,345780,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,욕탕업,224,8386000,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,육류 소매업,511,46134310,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,일반유흥 주점업,396,101364000,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,일식 음식점업,1028,101460300,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,전시 및 행사 대행업,197,1207800,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,중식 음식점업,2202,76781661,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,차량용 가스 충전업,178,23144550,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,차량용 주유소 운영업,7557,515472211,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,체인화 편의점,20510,207585619,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",2563,44131760,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,한식 음식점업,17543,931867033,18476081.71,2020-12-15
20-Jan,서귀포시,대정읍,화장품 및 방향제 소매업,252,11762870,18476081.71,2020-12-15
20-Jan,서귀포시,대천동,건강보조식품 소매업,12,745000,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,과실 및 채소 소매업,333,70682700,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,관광 민예품 및 선물용품 소매업,17,634500,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,그외 기타 스포츠시설 운영업,5,650000,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,그외 기타 종합 소매업,1,2000000,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,기타 외국식 음식점업,519,18590250,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,비알콜 음료점업,1655,12792860,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,빵 및 과자류 소매업,2505,37650340,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,서양식 음식점업,2874,67866880,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,수산물 소매업,205,22184500,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,슈퍼마켓,2428,57559670,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,스포츠 및 레크레이션 용품 임대업,4,820000,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,여관업,883,179793953,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,일반유흥 주점업,8,2780000,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,일식 음식점업,1081,69660500,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,전시 및 행사 대행업,10,780000,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,중식 음식점업,576,17887000,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,차량용 가스 충전업,10,2873355,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,차량용 주유소 운영업,7967,427260296,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,체인화 편의점,19425,202997550,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,"피자, 햄버거, 샌드위치 및 유사 음식점업",4727,62863240,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,한식 음식점업,10375,414347579,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,호텔업,608,79761063,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,화장품 및 방향제 소매업,1,137500,9737936.316,2020-12-15
20-Jan,서귀포시,대천동,휴양콘도 운영업,967,117722588,9737936.316,2020-12-15
20-Jan,서귀포시,동홍동,건강보조식품 소매업,62,13641360,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,과실 및 채소 소매업,933,99842750,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,관광 민예품 및 선물용품 소매업,111,4763300,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,그외 기타 종합 소매업,88,21748250,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,기타 대형 종합 소매업,10224,684759960,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,기타 외국식 음식점업,1549,66853700,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,기타음식료품위주종합소매업,1297,37931050,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,비알콜 음료점업,3196,27921170,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,빵 및 과자류 소매업,1472,23625030,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,서양식 음식점업,2915,51568369,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,수산물 소매업,407,39907900,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,슈퍼마켓,23381,940891620,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,스포츠 및 레크레이션 용품 임대업,1047,75296800,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,여관업,119,10818405,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,여행사업,52,4659700,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,욕탕업,351,3829600,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,육류 소매업,709,63980218,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,일식 음식점업,807,76532500,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,전시 및 행사 대행업,120,3825000,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,중식 음식점업,865,22811500,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,차량용 가스 충전업,787,43301182,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,차량용 주유소 운영업,3480,214140082,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,체인화 편의점,19797,191502340,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",2980,55154990,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,한식 음식점업,14517,772100179,19770410.63,2020-12-15
20-Jan,서귀포시,동홍동,화장품 및 방향제 소매업,8,2502000,19770410.63,2020-12-15
20-Jan,서귀포시,서홍동,건강보조식품 소매업,3,235600,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,과실 및 채소 소매업,50,3636000,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,관광 민예품 및 선물용품 소매업,55,2305300,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,그외 기타 종합 소매업,1,150000,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,기타 외국식 음식점업,784,17179000,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,기타음식료품위주종합소매업,22,695550,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,내항 여객 운송업,483,44412500,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,비알콜 음료점업,1874,16089640,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,빵 및 과자류 소매업,1178,17878070,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,서양식 음식점업,2065,43628000,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,수산물 소매업,77,10107000,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,슈퍼마켓,510,15768150,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,스포츠 및 레크레이션 용품 임대업,3,161700,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,여관업,11,1130000,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,욕탕업,769,9260700,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,일식 음식점업,342,13317400,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,전시 및 행사 대행업,80,1794800,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,중식 음식점업,734,18020500,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,차량용 가스 충전업,257,29660348,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,차량용 주유소 운영업,2722,159503143,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,체인화 편의점,11243,109833810,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,"피자, 햄버거, 샌드위치 및 유사 음식점업",458,7077750,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,한식 음식점업,5953,237621290,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,호텔업,193,28694566,7659463.85,2020-12-15
20-Jan,서귀포시,서홍동,화장품 및 방향제 소매업,2,410000,7659463.85,2020-12-15
20-Jan,서귀포시,성산읍,건강보조식품 소매업,61,3471000,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,과실 및 채소 소매업,1494,128362030,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,관광 민예품 및 선물용품 소매업,1830,41359750,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,그외 기타 분류안된 오락관련 서비스업,299,5096350,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,그외 기타 스포츠시설 운영업,168,9289000,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,그외 기타 종합 소매업,17,16920000,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,기타 수상오락 서비스업,3,286000,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,기타 외국식 음식점업,398,31645000,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,기타 주점업,152,24485000,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,기타음식료품위주종합소매업,6927,405671737,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,비알콜 음료점업,3302,52206685,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,빵 및 과자류 소매업,3213,50546300,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,서양식 음식점업,6346,129902330,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,수산물 소매업,899,166020800,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,슈퍼마켓,11397,464629954,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,스포츠 및 레크레이션 용품 임대업,138,11519500,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,여관업,2097,259267082,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,여행사업,3,2050000,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,욕탕업,1348,38101500,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,육류 소매업,151,16696400,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,일반유흥 주점업,474,115321000,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,일식 음식점업,842,72292200,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,전시 및 행사 대행업,5388,232648950,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,중식 음식점업,2209,60817925,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,차량용 가스 충전업,303,37861310,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,차량용 주유소 운영업,8052,486039940,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,체인화 편의점,28328,280790400,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,"피자, 햄버거, 샌드위치 및 유사 음식점업",1576,34726080,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,한식 음식점업,26627,1318234638,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,호텔업,29,1305000,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,화장품 및 방향제 소매업,335,11394040,17204429.85,2020-12-15
20-Jan,서귀포시,성산읍,휴양콘도 운영업,1674,191901704,17204429.85,2020-12-15
20-Jan,서귀포시,송산동,건강보조식품 소매업,170,36705070,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,과실 및 채소 소매업,9151,567368508,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,관광 민예품 및 선물용품 소매업,2245,50800150,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,그외 기타 종합 소매업,102,26348250,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,기타 대형 종합 소매업,10224,684759960,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,기타 외국식 음식점업,2213,109708700,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,기타 주점업,942,185202000,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,기타음식료품위주종합소매업,9328,509672720,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,마사지업,20,3250000,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,비알콜 음료점업,9382,89091190,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,빵 및 과자류 소매업,8279,142277164,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,서양식 음식점업,8789,199875213,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,수산물 소매업,6349,453277655,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,슈퍼마켓,33992,1184843950,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,스포츠 및 레크레이션 용품 임대업,3945,487131860,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,여관업,3122,452367552,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,여행사업,52,4659700,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,욕탕업,377,6241600,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,육류 소매업,4112,465714008,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,일반유흥 주점업,2588,620771610,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,일식 음식점업,6315,497289800,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,전시 및 행사 대행업,162,6457000,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,중식 음식점업,4084,135788800,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,차량용 가스 충전업,904,52285982,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,차량용 주유소 운영업,14734,953656478,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,체인화 편의점,67203,659831560,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,"피자, 햄버거, 샌드위치 및 유사 음식점업",10855,160665970,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,한식 음식점업,54930,2690564643,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,호텔업,1413,128196982,22477951.84,2020-12-15
20-Jan,서귀포시,송산동,화장품 및 방향제 소매업,1403,116741110,22477951.84,2020-12-15
20-Jan,서귀포시,안덕면,건강보조식품 소매업,4,810000,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,골프장 운영업,2739,362095932,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,과실 및 채소 소매업,594,56665700,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,관광 민예품 및 선물용품 소매업,393,11531500,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,그외 기타 분류안된 오락관련 서비스업,9,465000,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,그외 기타 스포츠시설 운영업,118,6570700,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,그외 기타 종합 소매업,6,2019900,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,기타 수상오락 서비스업,8,406000,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,기타 외국식 음식점업,446,27139200,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,기타 주점업,75,11584000,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,기타음식료품위주종합소매업,4183,204294700,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,비알콜 음료점업,1463,24221480,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,빵 및 과자류 소매업,702,12311560,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,서양식 음식점업,7439,200850740,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,수산물 소매업,325,38980100,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,슈퍼마켓,1585,29829375,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,스포츠 및 레크레이션 용품 임대업,99,5831000,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,여관업,2622,127032621,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,욕탕업,2505,71707000,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,육류 소매업,216,22199940,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,일반유흥 주점업,19,6560000,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,일식 음식점업,155,13026800,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,전시 및 행사 대행업,10660,327443390,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,중식 음식점업,956,30933100,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,차량용 가스 충전업,148,12594661,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,차량용 주유소 운영업,7741,453628557,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,체인화 편의점,24124,243914700,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,"피자, 햄버거, 샌드위치 및 유사 음식점업",304,11306300,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,한식 음식점업,15765,901111272,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,화장품 및 방향제 소매업,2534,62059510,19888850.5,2020-12-15
20-Jan,서귀포시,안덕면,휴양콘도 운영업,3500,817829897,19888850.5,2020-12-15
20-Jan,서귀포시,영천동,건강보조식품 소매업,3,548000,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,골프장 운영업,719,120765940,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,과실 및 채소 소매업,143,32651800,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,관광 민예품 및 선물용품 소매업,17,338000,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,그외 기타 종합 소매업,17,1628930,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,기타음식료품위주종합소매업,5618,307850000,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,비알콜 음료점업,752,3915800,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,빵 및 과자류 소매업,602,6941880,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,서양식 음식점업,649,16411924,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,수산물 소매업,27,9280000,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,슈퍼마켓,10960,1093251800,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,스포츠 및 레크레이션 용품 임대업,72,8372800,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,여관업,131,7013051,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,육류 소매업,941,91740420,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,전시 및 행사 대행업,97,1986700,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,중식 음식점업,649,23914500,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,차량용 가스 충전업,132,13207850,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,차량용 주유소 운영업,10112,667012788,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,체인화 편의점,7404,75531720,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,한식 음식점업,5502,295883450,5939587.76,2020-12-15
20-Jan,서귀포시,영천동,호텔업,1397,127166982,5939587.76,2020-12-15
20-Jan,서귀포시,예래동,골프장 운영업,1543,217366900,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,과실 및 채소 소매업,197,41081500,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,관광 민예품 및 선물용품 소매업,47,1722000,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,그외 기타 종합 소매업,1,100000,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,기타 외국식 음식점업,95,2596000,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,기타음식료품위주종합소매업,9,277850,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,면세점,87,26877900,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,비알콜 음료점업,376,2978100,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,빵 및 과자류 소매업,504,23113371,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,서양식 음식점업,6182,234912781,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,수산물 소매업,343,31277000,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,슈퍼마켓,466,7674160,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,스포츠 및 레크레이션 용품 임대업,570,45612780,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,여관업,1277,380609875,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,욕탕업,397,5845300,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,육류 소매업,283,13371950,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,일반유흥 주점업,299,9302600,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,일식 음식점업,105,25387000,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,전시 및 행사 대행업,3489,113373720,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,중식 음식점업,671,18370450,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,차량용 가스 충전업,166,19784360,8063837.637,2020-12-15
20-Jan,서귀포시,예래동,차량용 주유소 운영업,5848,316414054,8063837.637,2020-12-15
