,년월,읍면동명,이용자수,이용금액,총 유동인구,업종명
95,2019-03-01,오라동,26,11983700,19517450.44,쇼핑
366,2019-09-01,오라동,24956,785777355,88556213.4,식음료
64,2019-02-01,오라동,343,75970300,18295344.1,문화레저
108,2019-03-01,오라동,2774,225278670,97587252.2,소매업
282,2019-08-01,오라동,26,10091600,18873790.3,쇼핑
429,2019-12-01,오라동,23,9955600,20231205.99,쇼핑
437,2019-11-01,오라동,807,125461790,19157577.76,문화레저
366,2019-09-01,오라동,3223,243149113,88556213.4,소매업
410,2019-10-01,외도동,4107,202176644,55499931.050000004,소매업
356,2019-09-01,외도동,219,6351800,10710315.37,문화레저
283,2019-08-01,외도동,503,19151609,11476884.85,쇼핑
238,2019-06-01,외도동,26498,880485880,64128340.68,식음료
65,2019-02-01,외도동,1161,85548396,20413229.68,숙박업
96,2019-03-01,외도동,456,14156980,10559067.07,쇼핑
277,2019-07-01,외도동,1204,74573701,22853917.84,숙박업
195,2019-05-01,외도동,26198,909770811,63188075.760000005,식음료
107,2019-03-01,외도동,1219,78198410,21118134.14,숙박업
453,2019-11-01,외도동,5475,289454750,53188014.699999996,소매업
23,2019-01-01,외도동,4657,211521570,43795711.72,소매업
430,2019-12-01,외도동,347,15245720,11192572.15,쇼핑
361,2019-09-01,외도동,1167,81824189,21420630.74,숙박업
496,2019-12-01,외도동,4688,220448028,55962860.75,소매업
152,2019-04-01,외도동,24691,837043128,61078111.5,식음료
193,2019-05-01,외도동,1027,132308366,21062691.92,숙박업
109,2019-03-01,외도동,4658,226994786,52795335.35,소매업
195,2019-05-01,외도동,4377,205601290,52656729.800000004,소매업
23,2019-01-01,외도동,25406,875141448,65693567.58,식음료
281,2019-07-01,외도동,29446,918353901,68561753.52,식음료
315,2019-08-01,외도동,298,8065800,11476884.85,문화레저
496,2019-12-01,외도동,26623,896201269,67155432.9,식음료
66,2019-02-01,외도동,4155,238260430,51033074.2,소매업
320,2019-09-01,외도동,345,13834360,10710315.37,쇼핑
66,2019-02-01,외도동,21851,737825930,61239689.04000001,식음료
109,2019-03-01,외도동,24892,827820705,63354402.42,식음료
209,2019-06-01,외도동,416,13726880,10688056.78,쇼핑
438,2019-11-01,외도동,150,5330800,10637602.94,문화레저
171,2019-05-01,외도동,531,18901080,10531345.96,쇼핑
235,2019-06-01,외도동,1288,142397043,21376113.56,숙박업
403,2019-10-01,외도동,1216,94642161,22199972.42,숙박업
319,2019-08-01,외도동,1290,83799023,22953769.7,숙박업
367,2019-09-01,외도동,4231,208810995,53551576.849999994,소매업
479,2019-12-01,외도동,152,6376500,11192572.15,문화레저
446,2019-11-01,외도동,1130,77154257,21275205.88,숙박업
152,2019-04-01,외도동,5056,234197401,50898426.25,소매업
356,2019-10-01,외도동,399,13550160,11099986.21,쇼핑
324,2019-08-01,외도동,5196,275754575,57384424.25,소매업
59,2019-02-01,외도동,469,17776190,10206614.84,쇼핑
23,2019-01-01,외도동,1323,107252773,21897855.86,숙박업
107,2019-03-01,외도동,66,2135200,10559067.07,문화레저
246,2019-07-01,외도동,458,15308110,11426958.92,쇼핑
150,2019-04-01,외도동,1117,104464401,20359370.5,숙박업
149,2019-04-01,외도동,68,2822100,10179685.25,문화레저
191,2019-05-01,외도동,152,5091300,10531345.96,문화레저
367,2019-09-01,외도동,25873,835248371,64261892.21999999,식음료
489,2019-12-01,외도동,1296,100226640,22385144.3,숙박업
23,2019-01-01,외도동,62,2398920,10948927.93,문화레저
238,2019-06-01,외도동,4508,246577725,53440283.9,소매업
65,2019-02-01,외도동,71,2706600,10206614.84,문화레저
232,2019-06-01,외도동,225,8418000,10688056.78,문화레저
453,2019-11-01,외도동,27222,857925171,63825617.63999999,식음료
21,2019-01-01,외도동,455,24130930,10948927.93,쇼핑
273,2019-07-01,외도동,378,13981380,11426958.92,문화레저
397,2019-10-01,외도동,188,5708500,11099986.21,문화레저
135,2019-04-01,외도동,467,15470290,10179685.25,쇼핑
394,2019-11-01,외도동,457,18599360,10637602.94,쇼핑
281,2019-07-01,외도동,4475,175825345,57134794.6,소매업
410,2019-10-01,외도동,28728,922320785,66599917.260000005,식음료
324,2019-08-01,외도동,30464,995005389,68861309.1,식음료
357,2019-10-01,용담1동,14,1026600,7883753.759,쇼핑
284,2019-08-01,용담1동,24,2243600,7637922.475,쇼핑
404,2019-10-01,용담1동,218,37417050,15767507.518,숙박업
497,2019-12-01,용담1동,9211,482644010,47675886.636,식음료
24,2019-01-01,용담1동,82,8525000,15945109.928,문화레저
66,2019-02-01,용담1동,65,36768451,14579849.01599998,문화레저
236,2019-06-01,용담1동,175,104087400,14549419.544,숙박업
192,2019-05-01,용담1동,228,25533500,15160136.44599998,문화레저
447,2019-11-01,용담1동,172,52651400,15282907.41,숙박업
325,2019-08-01,용담1동,2796,213977412,38189612.375,소매업
497,2019-12-01,용담1동,3141,264270258,39729905.53,소매업
24,2019-01-01,용담1동,149,34461900,15945109.928,숙박업
357,2019-09-01,용담1동,138,20042700,15112077.70599998,문화레저
97,2019-03-01,용담1동,26,2265000,7846594.81299999,쇼핑
368,2019-09-01,용담1동,7358,362518824,45336233.11799994,식음료
233,2019-06-01,용담1동,197,25699500,14549419.544,문화레저
239,2019-06-01,용담1동,9351,510780380,43648258.632,식음료
439,2019-11-01,용담1동,169,34202000,15282907.41,문화레저
196,2019-05-01,용담1동,2909,222704747,37900341.11499995,소매업
67,2019-02-01,용담1동,2910,263771754,36449622.53999995,소매업
22,2019-01-01,용담1동,19,1700000,7972554.964,쇼핑
66,2019-02-01,용담1동,122,43938200,14579849.01599998,숙박업
431,2019-12-01,용담1동,23,3081000,7945981.106,쇼핑
60,2019-02-01,용담1동,23,2253000,7289924.50799999,쇼핑
239,2019-06-01,용담1동,2862,218091733,36373548.86,소매업
172,2019-05-01,용담1동,20,2026000,7580068.22299999,쇼핑
274,2019-07-01,용담1동,185,17332600,15388052.504,문화레저
282,2019-07-01,용담1동,2633,191959851,38470131.260000005,소매업
247,2019-07-01,용담1동,18,2396000,7694026.252,쇼핑
490,2019-12-01,용담1동,184,60325900,15891962.212,숙박업
150,2019-04-01,용담1동,138,224598300,14757122.068,문화레저
153,2019-04-01,용담1동,3031,210485060,36892805.17,소매업
480,2019-12-01,용담1동,122,20976000,15891962.212,문화레저
411,2019-10-01,용담1동,9209,447795950,47302522.554000005,식음료
108,2019-03-01,용담1동,85,12001000,15693189.62599998,문화레저
320,2019-08-01,용담1동,222,24515936,15275844.95,숙박업
136,2019-04-01,용담1동,20,2369000,7378561.034,쇼핑
368,2019-09-01,용담1동,3137,316425730,37780194.26499995,소매업
151,2019-04-01,용담1동,174,61783600,14757122.068,숙박업
398,2019-10-01,용담1동,192,56560350,15767507.518,문화레저
325,2019-08-01,용담1동,9667,494461967,45827534.85,식음료
411,2019-10-01,용담1동,2872,236948446,39418768.795,소매업
153,2019-04-01,용담1동,6739,408595500,44271366.204,식음료
282,2019-07-01,용담1동,9350,522326700,46164157.51200001,식음료
362,2019-09-01,용담1동,171,61420167,15112077.70599998,숙박업
454,2019-11-01,용담1동,2909,228037438,38207268.525,소매업
24,2019-01-01,용담1동,3172,267079944,39862774.82,소매업
210,2019-06-01,용담1동,22,2911600,7274709.772,쇼핑
110,2019-03-01,용담1동,6764,374326527,47079568.87799995,식음료
67,2019-02-01,용담1동,5598,333776181,43739547.04799993,식음료
278,2019-07-01,용담1동,188,28464254,15388052.504,숙박업
321,2019-09-01,용담1동,16,1177000,7556038.85299999,쇼핑
24,2019-01-01,용담1동,6689,381471868,47835329.784,식음료
110,2019-03-01,용담1동,3108,231092546,39232974.06499995,소매업
316,2019-08-01,용담1동,184,27859000,15275844.95,문화레저
194,2019-05-01,용담1동,340,74192266,15160136.44599998,숙박업
454,2019-11-01,용담1동,8969,452630700,45848722.23,식음료
108,2019-03-01,용담1동,160,106209200,15693189.62599998,숙박업
395,2019-11-01,용담1동,24,13799503,7641453.705,쇼핑
196,2019-05-01,용담1동,8622,447418432,45480409.33799994,식음료
173,2019-05-01,용담2동,95051,11015723081,41687268.08,쇼핑
154,2019-04-01,용담2동,73172,2112768808,113942575.61999999,식음료
111,2019-03-01,용담2동,73614,1897155465,110826003.9,식음료
98,2019-03-01,용담2동,84387,8977958760,36942001.3,쇼핑
25,2019-01-01,용담2동,87,5163500,18933771.92,문화레저
193,2019-05-01,용담2동,335,17506000,20843634.04,문화레저
25,2019-01-01,용담2동,16967,713589760,94668859.60000001,소매업
68,2019-02-01,용담2동,70918,1694642801,107658526.8,식음료
234,2019-06-01,용담2동,348,18112712,19998309.08,문화레저
197,2019-05-01,용담2동,76952,2183678496,125061804.23999998,식음료
154,2019-04-01,용담2동,20391,820100927,94952146.35,소매업
111,2019-03-01,용담2동,18623,761775618,92355003.25,소매업
68,2019-02-01,용담2동,15249,607774980,89715439.0,소매업
491,2019-12-01,용담2동,331,35217753,19768362.52,숙박업
137,2019-04-01,용담2동,81727,9298566073,37980858.54,쇼핑
440,2019-11-01,용담2동,260,12744711,19163511.97,문화레저
275,2019-07-01,용담2동,434,24395356,20526707.17,문화레저
195,2019-05-01,용담2동,429,91095419,20843634.04,숙박업
237,2019-06-01,용담2동,477,62543376,19998309.08,숙박업
317,2019-08-01,용담2동,259,13280000,20931178.27,문화레저
151,2019-04-01,용담2동,218,11700500,18990429.27,문화레저
61,2019-02-01,용담2동,76720,8139964398,35886175.6,쇼핑
322,2019-09-01,용담2동,72302,7844462971,37102382.52,쇼핑
412,2019-10-01,용담2동,72160,2134293277,122058183.54,식음료
455,2019-11-01,용담2동,67438,2036950573,114981071.82,식음료
399,2019-10-01,용담2동,255,13081900,20343030.59,문화레저
109,2019-03-01,용담2동,407,56929127,18471000.65,숙박업
481,2019-12-01,용담2동,287,11389700,19768362.52,문화레저
369,2019-09-01,용담2동,18690,739918572,92755956.30000001,소매업
321,2019-08-01,용담2동,432,49359537,20931178.27,숙박업
326,2019-08-01,용담2동,79197,2139603740,125587069.61999999,식음료
412,2019-10-01,용담2동,21894,821154710,101715152.95,소매업
248,2019-07-01,용담2동,82967,9016895676,41053414.34,쇼핑
109,2019-03-01,용담2동,155,9371100,18471000.65,문화레저
283,2019-07-01,용담2동,17686,587128250,102633535.85000001,소매업
152,2019-04-01,용담2동,435,66287338,18990429.27,숙박업
432,2019-12-01,용담2동,77155,8341954503,39536725.04,쇼핑
240,2019-06-01,용담2동,19987,759335074,99991545.39999999,소매업
358,2019-09-01,용담2동,193,9290100,18551191.26,문화레저
283,2019-07-01,용담2동,77062,1995704437,123160243.02000001,식음료
448,2019-11-01,용담2동,429,49535276,19163511.97,숙박업
358,2019-10-01,용담2동,90624,10038857939,40686061.18,쇼핑
240,2019-06-01,용담2동,74340,2066086388,119989854.47999999,식음료
25,2019-01-01,용담2동,337,57573281,18933771.92,숙박업
197,2019-05-01,용담2동,20571,812297096,104218170.19999999,소매업
285,2019-08-01,용담2동,85922,9656143438,41862356.54,쇼핑
67,2019-02-01,용담2동,110,11938000,17943087.8,문화레저
405,2019-10-01,용담2동,437,47614229,20343030.59,숙박업
455,2019-11-01,용담2동,20916,790793795,95817559.85,소매업
498,2019-12-01,용담2동,18499,656316038,98841812.6,소매업
211,2019-06-01,용담2동,87883,9703916222,39996618.16,쇼핑
23,2019-01-01,용담2동,85271,8917559809,37867543.84,쇼핑
498,2019-12-01,용담2동,67229,1837962857,118610175.11999999,식음료
67,2019-02-01,용담2동,362,60408241,17943087.8,숙박업
369,2019-09-01,용담2동,60939,1689228619,111307147.56000002,식음료
25,2019-01-01,용담2동,74536,1842233049,113602631.52000001,식음료
396,2019-11-01,용담2동,88399,9643298737,38327023.94,쇼핑
326,2019-08-01,용담2동,21904,768547771,104655891.35,소매업
363,2019-09-01,용담2동,358,38930633,18551191.26,숙박업
279,2019-07-01,용담2동,404,53437173,20526707.17,숙박업
26,2019-01-01,우도면,1048,21555400,7581635.68799996,소매업
24,2019-01-01,우도면,1,20000,1895408.92199999,쇼핑
286,2019-08-01,우도면,3,47000,2492088.19699999,쇼핑
196,2019-05-01,우도면,197,5802000,1992181.611,숙박업
370,2019-09-01,우도면,1400,28061700,7047375.80799996,소매업
400,2019-10-01,우도면,610,32253500,1933105.334,문화레저
413,2019-10-01,우도면,12521,337945486,11598632.004,식음료
449,2019-11-01,우도면,107,4552500,1677119.293,숙박업
110,2019-03-01,우도면,427,18067000,1928472.73,문화레저
26,2019-01-01,우도면,94,3697600,1895408.92199999,숙박업
68,2019-02-01,우도면,234,10190000,1701271.27199999,문화레저
69,2019-02-01,우도면,1139,20622166,6805085.08799996,소매업
499,2019-12-01,우도면,799,14920200,6846157.712,소매업
499,2019-12-01,우도면,6783,195145780,10269236.568,식음료
68,2019-02-01,우도면,111,4805500,1701271.27199999,숙박업
153,2019-04-01,우도면,126,3512000,1803191.64,숙박업
456,2019-11-01,우도면,1114,22565700,6708477.172,소매업
359,2019-09-01,우도면,461,22578000,1761843.95199999,문화레저
318,2019-08-01,우도면,718,31744107,2492088.19699999,문화레저
433,2019-12-01,우도면,1,28000,1711539.428,쇼핑
456,2019-11-01,우도면,8835,245939850,10062715.758,식음료
110,2019-03-01,우도면,117,5320500,1928472.73,숙박업
155,2019-04-01,우도면,9430,271485700,10819149.84,식음료
112,2019-03-01,우도면,9120,263200549,11570836.38,식음료
413,2019-10-01,우도면,1677,33744213,7732421.336,소매업
370,2019-09-01,우도면,9431,258728700,10571063.71199994,식음료
26,2019-01-01,우도면,287,13886200,1895408.92199999,문화레저
364,2019-09-01,우도면,169,12299500,1761843.95199999,숙박업
198,2019-05-01,우도면,10889,306448377,11953089.666,식음료
62,2019-02-01,우도면,2,11000,1701271.27199999,쇼핑
152,2019-04-01,우도면,446,20713000,1803191.64,문화레저
492,2019-12-01,우도면,68,3655000,1711539.428,숙박업
99,2019-03-01,우도면,1,29000,1928472.73,쇼핑
441,2019-11-01,우도면,440,22813000,1677119.293,문화레저
155,2019-04-01,우도면,1588,30788600,7212766.56,소매업
26,2019-01-01,우도면,7531,218959650,11372453.531999942,식음료
482,2019-12-01,우도면,328,14550500,1711539.428,문화레저
322,2019-08-01,우도면,272,7274050,2492088.19699999,숙박업
327,2019-08-01,우도면,16245,419397872,14952529.181999939,식음료
174,2019-05-01,우도면,3,121000,1992181.611,쇼핑
284,2019-07-01,우도면,2082,33500350,8154681.956,소매업
284,2019-07-01,우도면,11603,308903450,12232022.934,식음료
241,2019-06-01,우도면,1889,33754200,7312767.46799996,소매업
69,2019-02-01,우도면,7688,226537300,10207627.631999942,식음료
397,2019-11-01,우도면,3,86000,1677119.293,쇼핑
212,2019-06-01,우도면,5,229000,1828191.86699999,쇼핑
112,2019-03-01,우도면,1386,26920400,7713890.92,소매업
276,2019-07-01,우도면,490,25855100,2038670.489,문화레저
406,2019-10-01,우도면,147,5228300,1933105.334,숙박업
238,2019-06-01,우도면,173,7156500,1828191.86699999,숙박업
280,2019-07-01,우도면,184,5835000,2038670.489,숙박업
235,2019-06-01,우도면,441,18581000,1828191.86699999,문화레저
359,2019-10-01,우도면,1,58000,1933105.334,쇼핑
327,2019-08-01,우도면,2511,45609600,9968352.78799996,소매업
198,2019-05-01,우도면,1859,34435350,7968726.444,소매업
241,2019-06-01,우도면,10940,305398010,10969151.20199994,식음료
194,2019-05-01,우도면,489,21929500,1992181.611,문화레저
27,2019-01-01,이도1동,15650,527414548,69441292.14,식음료
457,2019-11-01,이도1동,13221,710067536,57020880.8,소매업
500,2019-12-01,이도1동,13762,691023386,59893456.1,소매업
398,2019-11-01,이도1동,438,17872240,11404176.16,쇼핑
199,2019-05-01,이도1동,11739,624352045,66848504.900000006,소매업
442,2019-11-01,이도1동,477,84319600,22808352.32,문화레저
100,2019-03-01,이도1동,491,22694350,12182421.09,쇼핑
242,2019-06-01,이도1동,12199,621144348,63709241.65,소매업
113,2019-03-01,이도1동,12365,656600021,60912105.45,소매업
25,2019-01-01,이도1동,486,22634430,11573548.69,쇼핑
328,2019-08-01,이도1동,12587,649239410,67629883.60000001,소매업
236,2019-06-01,이도1동,460,68260070,25483696.66,문화레저
277,2019-07-01,이도1동,386,50077900,27257643.54,문화레저
70,2019-02-01,이도1동,13422,444829320,63394288.61999999,식음료
371,2019-09-01,이도1동,11319,667984974,63558538.449999996,소매업
401,2019-10-01,이도1동,516,68726750,26133820.62,문화레저
285,2019-07-01,이도1동,12140,579128152,68144108.85,소매업
483,2019-12-01,이도1동,425,77204600,23957382.44,문화레저
156,2019-04-01,이도1동,12046,619930618,65124008.949999996,소매업
414,2019-10-01,이도1동,12705,698180931,65334551.550000004,소매업
319,2019-08-01,이도1동,283,37774218,27051953.44,문화레저
360,2019-09-01,이도1동,268,34291550,25423415.38,문화레저
63,2019-02-01,이도1동,411,17411000,10565714.77,쇼핑
113,2019-03-01,이도1동,14955,490330104,73094526.54,식음료
360,2019-10-01,이도1동,417,14662460,13066910.31,쇼핑
175,2019-05-01,이도1동,416,15112790,13369700.98,쇼핑
323,2019-09-01,이도1동,319,11945350,12711707.69,쇼핑
249,2019-07-01,이도1동,413,18951150,13628821.77,쇼핑
199,2019-05-01,이도1동,15841,512663003,80218205.88000001,식음료
27,2019-01-01,이도1동,12535,778555099,57867743.449999996,소매업
156,2019-04-01,이도1동,14822,498326454,78148810.74,식음료
493,2019-12-01,이도1동,1742,537095037,23957382.44,숙박업
371,2019-09-01,이도1동,12592,394093138,76270246.14,식음료
328,2019-08-01,이도1동,16571,528058400,81155860.32000001,식음료
323,2019-08-01,이도1동,1485,297066836,27051953.44,숙박업
239,2019-06-01,이도1동,1317,339593622,25483696.66,숙박업
69,2019-02-01,이도1동,1325,340024330,21131429.54,숙박업
365,2019-09-01,이도1동,1333,274597215,25423415.38,숙박업
111,2019-03-01,이도1동,1370,417396721,24364842.18,숙박업
153,2019-04-01,이도1동,550,84901250,26049603.58,문화레저
285,2019-07-01,이도1동,16246,482245241,81772930.61999999,식음료
500,2019-12-01,이도1동,15835,573304594,71872147.32000001,식음료
27,2019-01-01,이도1동,343,47238300,23147097.38,문화레저
457,2019-11-01,이도1동,15917,516586110,68425056.96,식음료
69,2019-02-01,이도1동,354,41857000,21131429.54,문화레저
197,2019-05-01,이도1동,1393,378462389,26739401.96,숙박업
287,2019-08-01,이도1동,391,15665830,13525976.72,쇼핑
195,2019-05-01,이도1동,604,74583960,26739401.96,문화레저
27,2019-01-01,이도1동,1430,369161952,23147097.38,숙박업
138,2019-04-01,이도1동,430,17699670,13024801.79,쇼핑
414,2019-10-01,이도1동,15270,489797094,78401461.86,식음료
111,2019-03-01,이도1동,585,71829220,24364842.18,문화레저
70,2019-02-01,이도1동,11372,611110650,52828573.849999994,소매업
213,2019-06-01,이도1동,414,21089680,12741848.33,쇼핑
407,2019-10-01,이도1동,1381,366927597,26133820.62,숙박업
242,2019-06-01,이도1동,15827,512230413,76451089.98,식음료
450,2019-11-01,이도1동,1577,442974346,22808352.32,숙박업
154,2019-04-01,이도1동,1359,330364626,26049603.58,숙박업
434,2019-12-01,이도1동,316,13090520,11978691.22,쇼핑
281,2019-07-01,이도1동,1379,317575459,27257643.54,숙박업
286,2019-07-01,이도2동,146513,4606741744,338060384.0400001,식음료
458,2019-11-01,이도2동,23265,1089846354,269232498.35,소매업
240,2019-06-01,이도2동,1148,224968698,53305071.05,숙박업
243,2019-06-01,이도2동,22347,870293063,266525355.25,소매업
243,2019-06-01,이도2동,139648,4518793781,319830426.3,식음료
176,2019-05-01,이도2동,3040,135225155,55246973.56,쇼핑
408,2019-10-01,이도2동,1218,228822463,54644229.4,숙박업
494,2019-12-01,이도2동,1152,341363736,54880563.26,숙박업
157,2019-04-01,이도2동,23191,958392338,269481648.5,소매업
28,2019-01-01,이도2동,1351,174309352,60952085.29,문화레저
399,2019-11-01,이도2동,2859,135131880,53846499.67,쇼핑
372,2019-09-01,이도2동,21590,971407274,264365220.04999998,소매업
70,2019-02-01,이도2동,1210,184497134,54618963.32,숙박업
361,2019-10-01,이도2동,2874,132091650,54644229.4,쇼핑
28,2019-01-01,이도2동,137638,4777248182,365712511.74,식음료
214,2019-06-01,이도2동,2576,147723720,53305071.05,쇼핑
443,2019-11-01,이도2동,1694,260856790,53846499.67,문화레저
320,2019-08-01,이도2동,1549,155444850,55904981.12,문화레저
200,2019-05-01,이도2동,141741,4689656482,331481841.36,식음료
366,2019-09-01,이도2동,1112,187536206,52873044.01,숙박업
324,2019-09-01,이도2동,2157,117654590,52873044.01,쇼핑
361,2019-09-01,이도2동,1368,185331790,52873044.01,문화레저
329,2019-08-01,이도2동,21305,736350043,279524905.59999996,소매업
101,2019-03-01,이도2동,2803,141799168,57443127.1,쇼핑
155,2019-04-01,이도2동,1136,260388324,53896329.7,숙박업
112,2019-03-01,이도2동,1555,257579000,57443127.1,문화레저
372,2019-09-01,이도2동,129011,4139807025,317238264.06,식음료
71,2019-02-01,이도2동,122992,4205212488,327713779.92,식음료
451,2019-11-01,이도2동,1282,270071909,53846499.67,숙박업
288,2019-08-01,이도2동,2765,122479990,55904981.12,쇼핑
250,2019-07-01,이도2동,2615,121296870,56343397.34,쇼핑
329,2019-08-01,이도2동,150071,4719958623,335429886.71999997,식음료
114,2019-03-01,이도2동,21980,898012584,287215635.5,소매업
157,2019-04-01,이도2동,132138,4327181435,323377978.2,식음료
28,2019-01-01,이도2동,20652,859559226,304760426.45,소매업
415,2019-10-01,이도2동,23910,1008537476,273221147.0,소매업
286,2019-07-01,이도2동,20781,715629990,281716986.70000005,소매업
198,2019-05-01,이도2동,1249,197659221,55246973.56,숙박업
70,2019-02-01,이도2동,1241,178446460,54618963.32,문화레저
282,2019-07-01,이도2동,1178,157595127,56343397.34,숙박업
435,2019-12-01,이도2동,2159,120900778,54880563.26,쇼핑
114,2019-03-01,이도2동,136375,4590488034,344658762.6,식음료
278,2019-07-01,이도2동,1800,227458230,56343397.34,문화레저
28,2019-01-01,이도2동,1290,196804356,60952085.29,숙박업
139,2019-04-01,이도2동,2716,146112933,53896329.7,쇼핑
71,2019-02-01,이도2동,18138,727599955,273094816.6,소매업
402,2019-10-01,이도2동,1770,309995910,54644229.4,문화레저
415,2019-10-01,이도2동,140939,4492258124,327865376.4,식음료
26,2019-01-01,이도2동,2975,168469879,60952085.29,쇼핑
324,2019-08-01,이도2동,1118,226769802,55904981.12,숙박업
200,2019-05-01,이도2동,24001,934009454,276234867.8,소매업
501,2019-12-01,이도2동,21196,855043103,274402816.3,소매업
484,2019-12-01,이도2동,1498,252631160,54880563.26,문화레저
112,2019-03-01,이도2동,1263,202061553,57443127.1,숙박업
196,2019-05-01,이도2동,2062,275576136,55246973.56,문화레저
237,2019-06-01,이도2동,1794,243021888,53305071.05,문화레저
64,2019-02-01,이도2동,2894,142190849,54618963.32,쇼핑
501,2019-12-01,이도2동,136365,4903528524,329283379.56,식음료
458,2019-11-01,이도2동,133660,4405690352,323078998.02000004,식음료
154,2019-04-01,이도2동,1611,247301120,53896329.7,문화레저
325,2019-08-01,이호동,231,41737165,5247505.535,숙박업
155,2019-04-01,이호동,158,11306400,9229886.138,문화레저
330,2019-08-01,이호동,1068,62124769,26237527.675,소매업
244,2019-06-01,이호동,5313,250360460,23165545.935,식음료
444,2019-11-01,이호동,163,6461000,9297146.53,문화레저
251,2019-07-01,이호동,2,270000,5137341.718,쇼핑
321,2019-08-01,이호동,279,13889300,10495011.07,문화레저
241,2019-06-01,이호동,176,48240392,4633109.187,숙박업
201,2019-05-01,이호동,744,38923734,23957986.990000002,소매업
409,2019-10-01,이호동,160,51507709,4796322.094,숙박업
113,2019-03-01,이호동,109,17018900,9345280.572,문화레저
244,2019-06-01,이호동,876,44029576,23165545.935,소매업
279,2019-07-01,이호동,344,13740100,10274683.436,문화레저
362,2019-10-01,이호동,6,2360000,4796322.094,쇼핑
65,2019-02-01,이호동,1,1000000,4344095.738,쇼핑
283,2019-07-01,이호동,225,26689007,5137341.718,숙박업
29,2019-01-01,이호동,3879,200828788,23900233.590000004,식음료
287,2019-07-01,이호동,6762,357524238,25686708.590000004,식음료
287,2019-07-01,이호동,850,47231088,25686708.590000004,소매업
215,2019-06-01,이호동,8,3192200,4633109.187,쇼핑
416,2019-10-01,이호동,5260,244649270,23981610.47,식음료
325,2019-09-01,이호동,8,2280000,4517933.089,쇼핑
403,2019-10-01,이호동,187,9945200,9592644.188,문화레저
330,2019-08-01,이호동,7494,369859206,26237527.675,식음료
113,2019-03-01,이호동,118,47112574,4672640.286,숙박업
367,2019-09-01,이호동,141,22839940,4517933.089,숙박업
485,2019-12-01,이호동,142,6123712,4766071.089,문화레저
459,2019-11-01,이호동,5005,231272794,23242866.325,식음료
416,2019-10-01,이호동,716,38884290,23981610.47,소매업
156,2019-04-01,이호동,155,32504237,4614943.069,숙박업
289,2019-08-01,이호동,3,618800,5247505.535,쇼핑
199,2019-05-01,이호동,138,42696682,4791597.398,숙박업
373,2019-09-01,이호동,734,82080636,22589665.445,소매업
71,2019-02-01,이호동,90,23402607,4344095.738,숙박업
29,2019-01-01,이호동,686,66059494,23900233.590000004,소매업
115,2019-03-01,이호동,567,34162730,23363201.43,소매업
158,2019-04-01,이호동,631,35020201,23074715.345,소매업
495,2019-12-01,이호동,124,37371350,4766071.089,숙박업
27,2019-01-01,이호동,4,1256800,4780046.718,쇼핑
158,2019-04-01,이호동,4328,195897120,23074715.345,식음료
459,2019-11-01,이호동,659,33508510,23242866.325,소매업
177,2019-05-01,이호동,3,830000,4791597.398,쇼핑
29,2019-01-01,이호동,84,2700000,4780046.718,문화레저
72,2019-02-01,이호동,3419,162886830,21720478.689999998,식음료
502,2019-12-01,이호동,4875,222503781,23830355.445,식음료
197,2019-05-01,이호동,197,8414700,9583194.796,문화레저
436,2019-12-01,이호동,9,3490000,4766071.089,쇼핑
238,2019-06-01,이호동,289,15334700,9266218.374,문화레저
201,2019-05-01,이호동,5153,242837470,23957986.990000002,식음료
71,2019-02-01,이호동,72,4451000,4344095.738,문화레저
102,2019-03-01,이호동,2,130000,4672640.286,쇼핑
115,2019-03-01,이호동,4157,183065440,23363201.43,식음료
72,2019-02-01,이호동,547,38931188,21720478.689999998,소매업
373,2019-09-01,이호동,4802,207943470,22589665.445,식음료
140,2019-04-01,이호동,8,2020000,4614943.069,쇼핑
452,2019-11-01,이호동,156,36064500,4648573.265,숙박업
29,2019-01-01,이호동,124,65584000,4780046.718,숙박업
362,2019-09-01,이호동,218,10493700,9035866.178,문화레저
502,2019-12-01,이호동,583,43743793,23830355.445,소매업
400,2019-11-01,이호동,9,4420000,4648573.265,쇼핑
331,2019-08-01,일도1동,21190,528979183,19303703.256,식음료
73,2019-02-01,일도1동,15191,817689148,15132294.445,소매업
157,2019-04-01,일도1동,306,18040990,5910442.09799998,숙박업
72,2019-02-01,일도1동,7473,1078961270,3026458.889,문화레저
404,2019-10-01,일도1동,8963,1280406555,3207583.173,문화레저
503,2019-12-01,일도1동,20361,587047723,21555431.322000004,식음료
252,2019-07-01,일도1동,1368,34589858,3191288.0,쇼핑
445,2019-11-01,일도1동,9009,1379837059,3395156.48,문화레저
486,2019-12-01,일도1동,8237,1378104880,3592571.887,문화레저
28,2019-01-01,일도1동,1517,45896000,3215822.236,쇼핑
288,2019-07-01,일도1동,15093,734316389,15956440.0,소매업
159,2019-04-01,일도1동,17472,490957197,17731326.29399994,식음료
114,2019-03-01,일도1동,336,20008700,6103057.312,숙박업
30,2019-01-01,일도1동,7052,1047671790,3215822.236,문화레저
326,2019-08-01,일도1동,359,20518250,6434567.752,숙박업
116,2019-03-01,일도1동,18471,508566375,18309171.936,식음료
198,2019-05-01,일도1동,11549,1357521515,3066427.329,문화레저
141,2019-04-01,일도1동,1234,39699780,2955221.04899999,쇼핑
200,2019-05-01,일도1동,340,19673950,6132854.658,숙박업
